"Name","API Name","Instance Memory","vCPUs","Memory per vCPU","GPUs","Storage","Linux On Demand cost","Linux Savings Plan","Linux Reserved cost","Linux Spot cost","Windows On Demand cost","Windows Savings Plan","Windows Reserved cost","Windows Spot cost"
"FX12ms v2","FX12ms v2","252 GiB","12","21 GiB/vCPU","0","0 GiB","$1.328 hourly","","","$0.2787 hourly","$1.88 hourly","","","$0.3946 hourly"
"FX16-8ms v2","FX16-8ms v2","336 GiB","16","21 GiB/vCPU","0","0 GiB","$2.188 hourly","","","$0.4593 hourly","$2.924 hourly","","","$0.6137 hourly"
"FX16mds v2","FX16mds v2","336 GiB","16","21 GiB/vCPU","0","880 GiB","$2.188 hourly","","","$0.4593 hourly","$2.924 hourly","","","$0.6137 hourly"
"FX16ms v2","FX16ms v2","336 GiB","16","21 GiB/vCPU","0","0 GiB","$1.771 hourly","","","$0.3717 hourly","$2.507 hourly","","","$0.5262 hourly"
"FX24-6ms v2","FX24-6ms v2","504 GiB","24","21 GiB/vCPU","0","0 GiB","$3.282 hourly","","","$0.6889 hourly","$3.76 hourly","","","$0.7892 hourly"
"FX24mds","FX24mds","504 GiB","24","21 GiB/vCPU","0","1008 GiB","$2.232 hourly","","","$0.4125 hourly","$3.336 hourly","","","$0.6165 hourly"
"FX24mds v2","FX24mds v2","504 GiB","24","21 GiB/vCPU","0","1320 GiB","$3.282 hourly","","","$0.6889 hourly","$4.386 hourly","","","$0.9206 hourly"
"FX24ms v2","FX24ms v2","504 GiB","24","21 GiB/vCPU","0","0 GiB","$2.656 hourly","","","$0.5575 hourly","$3.76 hourly","","","$0.7892 hourly"
"FX2mds v2","FX2mds v2","42 GiB","2","21 GiB/vCPU","0","110 GiB","$0.274 hourly","","","$0.0575 hourly","$0.366 hourly","","","$0.0768 hourly"
"FX2ms v2","FX2ms v2","42 GiB","2","21 GiB/vCPU","0","0 GiB","$0.221 hourly","","","$0.0464 hourly","$0.313 hourly","","","$0.0657 hourly"
"FX32-8ms v2","FX32-8ms v2","672 GiB","32","21 GiB/vCPU","0","0 GiB","$4.377 hourly","","","$0.9187 hourly","$5.013 hourly","","","$1.0522 hourly"
"FX32mds v2","FX32mds v2","672 GiB","32","21 GiB/vCPU","0","1760 GiB","$4.377 hourly","","","$0.9187 hourly","$5.849 hourly","","","$1.2277 hourly"
"FX32ms v2","FX32ms v2","672 GiB","32","21 GiB/vCPU","0","0 GiB","$3.541 hourly","","","$0.7433 hourly","$5.013 hourly","","","$1.0522 hourly"
"FX36mds","FX36mds","756 GiB","36","21 GiB/vCPU","0","1512 GiB","$3.348 hourly","","","$0.6187 hourly","$5.004 hourly","","","$0.9247 hourly"
"FX4-2ms v2","FX4-2ms v2","84 GiB","4","21 GiB/vCPU","0","0 GiB","$0.547 hourly","","","$0.1148 hourly","$0.627 hourly","","","$0.1316 hourly"
"FX48-24ms v2","FX48-24ms v2","1008 GiB","48","21 GiB/vCPU","0","0 GiB","$6.565 hourly","","","$1.378 hourly","$7.52 hourly","","","$1.5784 hourly"
"FX48mds","FX48mds","1008 GiB","48","21 GiB/vCPU","0","2016 GiB","$4.464 hourly","","","$0.8249 hourly","$6.672 hourly","","","$1.233 hourly"
"FX48mds v2","FX48mds v2","1008 GiB","48","21 GiB/vCPU","0","2640 GiB","$6.565 hourly","","","$1.378 hourly","$8.773 hourly","","","$1.8415 hourly"
"FX48ms v2","FX48ms v2","1008 GiB","48","21 GiB/vCPU","0","0 GiB","$5.312 hourly","","","$1.115 hourly","$7.52 hourly","","","$1.5784 hourly"
"FX4mds","FX4mds","84 GiB","4","21 GiB/vCPU","0","168 GiB","$0.372 hourly","","","$0.0687 hourly","$0.556 hourly","","","$0.1027 hourly"
"FX4mds v2","FX4mds v2","84 GiB","4","21 GiB/vCPU","0","220 GiB","$0.547 hourly","","","$0.1148 hourly","$0.731 hourly","","","$0.1534 hourly"
"FX4ms v2","FX4ms v2","84 GiB","4","21 GiB/vCPU","0","0 GiB","$0.443 hourly","","","$0.093 hourly","$0.627 hourly","","","$0.1316 hourly"
"FX64-32ms v2","FX64-32ms v2","1344 GiB","64","21 GiB/vCPU","0","0 GiB","$7.082 hourly","","","$1.4865 hourly","$11.697 hourly","","","$2.4552 hourly"
"FX64mds v2","FX64mds v2","1344 GiB","64","21 GiB/vCPU","0","3520 GiB","$8.753 hourly","","","$1.8373 hourly","$11.697 hourly","","","$2.4552 hourly"
"FX64ms v2","FX64ms v2","1344 GiB","64","21 GiB/vCPU","0","0 GiB","$7.082 hourly","","","$1.4865 hourly","$10.026 hourly","","","$2.1045 hourly"
"FX8-4ms v2","FX8-4ms v2","168 GiB","8","21 GiB/vCPU","0","0 GiB","$1.094 hourly","","","$0.2296 hourly","$1.462 hourly","","","$0.3069 hourly"
"FX8mds v2","FX8mds v2","168 GiB","8","21 GiB/vCPU","0","440 GiB","$1.094 hourly","","","$0.2296 hourly","$1.462 hourly","","","$0.3069 hourly"
"FX8ms v2","FX8ms v2","168 GiB","8","21 GiB/vCPU","0","0 GiB","$0.885 hourly","","","$0.1858 hourly","$1.253 hourly","","","$0.263 hourly"
"FX96-48ms v2","FX96-48ms v2","1832 GiB","96","19.08 GiB/vCPU","0","0 GiB","$13.13 hourly","","","$2.756 hourly","$17.546 hourly","","","$3.6829 hourly"
"FX96mds v2","FX96mds v2","1832 GiB","96","19.08 GiB/vCPU","0","5280 GiB","$13.13 hourly","","","$2.756 hourly","$17.546 hourly","","","$3.6829 hourly"
"FX96ms v2","FX96ms v2","1832 GiB","96","19.08 GiB/vCPU","0","0 GiB","$10.623 hourly","","","$2.2298 hourly","$15.039 hourly","","","$3.1567 hourly"
"G1","G1","28 GiB","2","14 GiB/vCPU","0","384 GiB","$0.55 hourly","","","$0.1016 hourly","$0.61 hourly","","","$0.1127 hourly"
"G2","G2","56 GiB","4","14 GiB/vCPU","0","768 GiB","$1.10 hourly","","","$0.2033 hourly","$1.22 hourly","","","$0.2255 hourly"
"G3","G3","112 GiB","8","14 GiB/vCPU","0","1536 GiB","","","","","","","",""
"G4","G4","224 GiB","16","14 GiB/vCPU","0","3072 GiB","","","","","","","",""
"G5","G5","448 GiB","32","14 GiB/vCPU","0","6144 GiB","","","","","","","",""
"GS1","Gs1","28 GiB","2","14 GiB/vCPU","0","56 GiB","$0.55 hourly","","","$0.1016 hourly","$0.61 hourly","","","$0.1127 hourly"
"GS2","Gs2","56 GiB","4","14 GiB/vCPU","0","112 GiB","$1.10 hourly","","","$0.2033 hourly","$1.22 hourly","","","$0.2255 hourly"
"GS3","Gs3","112 GiB","8","14 GiB/vCPU","0","224 GiB","","","","","","","",""
"GS4","Gs4","224 GiB","16","14 GiB/vCPU","0","448 GiB","","","","","","","",""
"GS5","Gs5","448 GiB","32","14 GiB/vCPU","0","896 GiB","","","","","","","",""
"H16","H16","112 GiB","16","7 GiB/vCPU","0","2000 GiB","$1.807 hourly","","","$0.3339 hourly","$3.508 hourly","","","$0.6483 hourly"
"H16m","H16m","224 GiB","16","14 GiB/vCPU","0","2000 GiB","$2.422 hourly","","","$0.4476 hourly","$4.699 hourly","","","$0.8684 hourly"
"H16mr","H16mr","224 GiB","16","14 GiB/vCPU","0","2000 GiB","$2.664 hourly","","","$0.4923 hourly","$5.169 hourly","","","$0.9552 hourly"
"H16r","H16r","112 GiB","16","7 GiB/vCPU","0","2000 GiB","$1.988 hourly","","","$0.3674 hourly","$3.858 hourly","","","$0.713 hourly"
"H8","H8","56 GiB","8","7 GiB/vCPU","0","1000 GiB","$0.904 hourly","","","$0.1671 hourly","$1.754 hourly","","","$0.3241 hourly"
"H8m","H8m","112 GiB","8","14 GiB/vCPU","0","1000 GiB","$1.211 hourly","","","$0.2238 hourly","$2.35 hourly","","","$0.4343 hourly"
"HB120-96rs v3","HB120-96rs v3","456 GiB","120","3.8 GiB/vCPU","0","2100 GiB","$3.60 hourly","","","$0.6653 hourly","$9.12 hourly","","","$1.6854 hourly"
"HB120rs v2","HB120rs v2","456 GiB","120","3.8 GiB/vCPU","0","480 GiB","$3.60 hourly","","","$0.9922 hourly","$9.12 hourly","","","$2.5135 hourly"
"HB120rs v3","HB120rs v3","456 GiB","120","3.8 GiB/vCPU","0","2100 GiB","$3.60 hourly","","","$0.6653 hourly","$9.12 hourly","","","$1.6854 hourly"
"HB176-96rs v4","HB176-96rs v4","768 GiB","176","4.36 GiB/vCPU","0","3600 GiB","$7.20 hourly","","","$1.4594 hourly","$15.296 hourly","","","$3.1005 hourly"
"HB176rs v4","HB176rs v4","768 GiB","176","4.36 GiB/vCPU","0","3600 GiB","$7.20 hourly","","","$1.4594 hourly","$15.296 hourly","","","$3.1005 hourly"
"HB368-96rs v5","HB368-96rs v5","438 GiB","368","1.19 GiB/vCPU","0","15360 GiB","$19.80 hourly","","","$3.96 hourly","$36.728 hourly","","","$7.3456 hourly"
"HB368rs v5","HB368rs v5","438 GiB","368","1.19 GiB/vCPU","0","15360 GiB","$19.80 hourly","","","$3.659 hourly","$36.728 hourly","","","$6.7873 hourly"
"HB60-45rs","HB60-45rs","228 GiB","60","3.8 GiB/vCPU","0","700 GiB","$2.28 hourly","","","$0.4213 hourly","$5.04 hourly","","","$0.9314 hourly"
"HB60rs","HB60rs","228 GiB","60","3.8 GiB/vCPU","0","700 GiB","$2.28 hourly","","","$0.4213 hourly","$5.04 hourly","","","$0.9314 hourly"
"HC44-32rs","HC44-32rs","352 GiB","44","8 GiB/vCPU","0","700 GiB","$3.168 hourly","","","$0.7559 hourly","$5.192 hourly","","","$1.2388 hourly"
"HC44rs","HC44rs","352 GiB","44","8 GiB/vCPU","0","700 GiB","$3.168 hourly","","","$0.7559 hourly","$5.192 hourly","","","$1.2388 hourly"
"HX176-96rs","HX176-96rs","1408 GiB","176","8 GiB/vCPU","0","3600 GiB","$8.64 hourly","","","$1.7513 hourly","$16.736 hourly","","","$3.3924 hourly"
"HX176rs","HX176rs","1408 GiB","176","8 GiB/vCPU","0","3600 GiB","$8.64 hourly","","","$1.7513 hourly","$16.736 hourly","","","$3.3924 hourly"
"L12aos v4","L12aos v4","96 GiB","12","8 GiB/vCPU","0","8640 GiB","$1.356 hourly","","","$0.2844 hourly","$1.908 hourly","","","$0.4001 hourly"
"L16aos v4","L16aos v4","128 GiB","16","8 GiB/vCPU","0","11520 GiB","$1.808 hourly","","","$0.3791 hourly","$2.544 hourly","","","$0.5335 hourly"
"L16as v3","L16as v3","128 GiB","16","8 GiB/vCPU","0","160 GiB","$1.248 hourly","","","$0.2784 hourly","$1.984 hourly","","","$0.4426 hourly"
"L16as v4","L16as v4","128 GiB","16","8 GiB/vCPU","0","3840 GiB","$1.376 hourly","","","$0.2884 hourly","$2.112 hourly","","","$0.4427 hourly"
"L16s","L16s","128 GiB","16","8 GiB/vCPU","0","2807 GiB","","","","","","","",""
"L16s v2","L16s v2","128 GiB","16","8 GiB/vCPU","0","160 GiB","$1.248 hourly","","","$0.2889 hourly","$1.984 hourly","","","$0.4593 hourly"
"L16s v3","L16s v3","128 GiB","16","8 GiB/vCPU","0","160 GiB","$1.392 hourly","","","$0.3557 hourly","$2.128 hourly","","","$0.5418 hourly"
"L16s v4","L16s v4","128 GiB","16","8 GiB/vCPU","0","3840 GiB","$1.392 hourly","","","$0.2922 hourly","$2.128 hourly","","","$0.4467 hourly"
"L24aos v4","L24aos v4","192 GiB","24","8 GiB/vCPU","0","17280 GiB","$2.712 hourly","","","$0.5687 hourly","$3.816 hourly","","","$0.8002 hourly"
"L2aos v4","L2aos v4","16 GiB","2","8 GiB/vCPU","0","1440 GiB","$0.226 hourly","","","$0.0474 hourly","$0.318 hourly","","","$0.0667 hourly"
"L2as v4","L2as v4","16 GiB","2","8 GiB/vCPU","0","480 GiB","$0.172 hourly","","","$0.0361 hourly","$0.264 hourly","","","$0.0553 hourly"
"L2s v4","L2s v4","16 GiB","2","8 GiB/vCPU","0","480 GiB","$0.174 hourly","","","$0.0365 hourly","$0.266 hourly","","","$0.0558 hourly"
"L32aos v4","L32aos v4","256 GiB","32","8 GiB/vCPU","0","23040 GiB","$3.616 hourly","","","$0.7583 hourly","$5.088 hourly","","","$1.067 hourly"
"L32as v3","L32as v3","256 GiB","32","8 GiB/vCPU","0","320 GiB","$2.496 hourly","","","$0.5569 hourly","$3.968 hourly","","","$0.8853 hourly"
"L32as v4","L32as v4","256 GiB","32","8 GiB/vCPU","0","7680 GiB","$2.752 hourly","","","$0.5768 hourly","$4.224 hourly","","","$0.8854 hourly"
"L32s","L32s","256 GiB","32","8 GiB/vCPU","0","5630 GiB","","","","","","","",""
"L32s v2","L32s v2","256 GiB","32","8 GiB/vCPU","0","320 GiB","$2.496 hourly","","","$0.5778 hourly","$3.968 hourly","","","$0.9186 hourly"
"L32s v3","L32s v3","256 GiB","32","8 GiB/vCPU","0","320 GiB","$2.784 hourly","","","$0.7113 hourly","$4.256 hourly","","","$1.0836 hourly"
"L32s v4","L32s v4","256 GiB","32","8 GiB/vCPU","0","7680 GiB","$2.784 hourly","","","$0.5844 hourly","$4.256 hourly","","","$0.8933 hourly"
"L48as v3","L48as v3","384 GiB","48","8 GiB/vCPU","0","480 GiB","$3.744 hourly","","","$0.8353 hourly","$5.952 hourly","","","$1.3279 hourly"
"L48as v4","L48as v4","384 GiB","48","8 GiB/vCPU","0","11520 GiB","$4.128 hourly","","","$0.8652 hourly","$6.336 hourly","","","$1.328 hourly"
"L48s v2","L48s v2","384 GiB","48","8 GiB/vCPU","0","480 GiB","$3.744 hourly","","","$0.8667 hourly","$5.952 hourly","","","$1.3779 hourly"
"L48s v3","L48s v3","384 GiB","48","8 GiB/vCPU","0","480 GiB","$4.176 hourly","","","$1.067 hourly","$6.384 hourly","","","$1.6254 hourly"
"L48s v4","L48s v4","384 GiB","48","8 GiB/vCPU","0","11520 GiB","$4.176 hourly","","","$0.8765 hourly","$6.384 hourly","","","$1.34 hourly"
"L4aos v4","L4aos v4","32 GiB","4","8 GiB/vCPU","0","2880 GiB","$0.452 hourly","","","$0.0948 hourly","$0.636 hourly","","","$0.1334 hourly"
"L4as v4","L4as v4","32 GiB","4","8 GiB/vCPU","0","960 GiB","$0.344 hourly","","","$0.0721 hourly","$0.528 hourly","","","$0.1107 hourly"
"L4s","L4s","32 GiB","4","8 GiB/vCPU","0","678 GiB","$0.343 hourly","","","$0.0634 hourly","$0.889 hourly","","","$0.1643 hourly"
"L4s v4","L4s v4","32 GiB","4","8 GiB/vCPU","0","960 GiB","$0.348 hourly","","","$0.073 hourly","$0.532 hourly","","","$0.1117 hourly"
"L64as v3","L64as v3","512 GiB","64","8 GiB/vCPU","0","640 GiB","$4.992 hourly","","","$1.1137 hourly","$7.936 hourly","","","$1.7705 hourly"
"L64as v4","L64as v4","512 GiB","64","8 GiB/vCPU","0","15360 GiB","$5.504 hourly","","","$1.1536 hourly","$8.448 hourly","","","$1.7707 hourly"
"L64s v2","L64s v2","512 GiB","64","8 GiB/vCPU","0","640 GiB","$4.992 hourly","","","$1.1556 hourly","$7.936 hourly","","","$1.8372 hourly"
"L64s v3","L64s v3","512 GiB","64","8 GiB/vCPU","0","640 GiB","$5.568 hourly","","","$1.4226 hourly","$8.512 hourly","","","$2.1672 hourly"
"L64s v4","L64s v4","512 GiB","64","8 GiB/vCPU","0","15360 GiB","$5.568 hourly","","","$1.1687 hourly","$8.512 hourly","","","$1.7867 hourly"
"L80as v3","L80as v3","640 GiB","80","8 GiB/vCPU","0","800 GiB","$6.24 hourly","","","$1.3921 hourly","$9.92 hourly","","","$2.2132 hourly"
"L80as v4","L80as v4","640 GiB","80","8 GiB/vCPU","0","19200 GiB","$6.88 hourly","","","$1.442 hourly","$10.56 hourly","","","$2.2134 hourly"
"L80s v2","L80s v2","640 GiB","80","8 GiB/vCPU","0","800 GiB","$6.24 hourly","","","$1.4446 hourly","$9.92 hourly","","","$2.2965 hourly"
"L80s v3","L80s v3","640 GiB","80","8 GiB/vCPU","0","800 GiB","$6.96 hourly","","","$1.7783 hourly","$10.64 hourly","","","$2.7089 hourly"
"L80s v4","L80s v4","640 GiB","80","8 GiB/vCPU","0","19200 GiB","$6.96 hourly","","","$1.4609 hourly","$10.64 hourly","","","$2.2333 hourly"
"L8aos v4","L8aos v4","64 GiB","8","8 GiB/vCPU","0","5760 GiB","$0.904 hourly","","","$0.1896 hourly","$1.272 hourly","","","$0.2667 hourly"
"L8as v3","L8as v3","64 GiB","8","8 GiB/vCPU","0","80 GiB","$0.624 hourly","","","$0.1392 hourly","$0.992 hourly","","","$0.2213 hourly"
"L8as v4","L8as v4","64 GiB","8","8 GiB/vCPU","0","1920 GiB","$0.688 hourly","","","$0.1442 hourly","$1.056 hourly","","","$0.2213 hourly"
"L8s","L8s","64 GiB","8","8 GiB/vCPU","0","1388 GiB","$0.686 hourly","","","$0.1268 hourly","","","",""
"L8s v2","L8s v2","64 GiB","8","8 GiB/vCPU","0","80 GiB","$0.624 hourly","","","$0.1445 hourly","$0.992 hourly","","","$0.2296 hourly"
"L8s v3","L8s v3","64 GiB","8","8 GiB/vCPU","0","80 GiB","$0.696 hourly","","","$0.1778 hourly","$1.064 hourly","","","$0.2709 hourly"
"L8s v4","L8s v4","64 GiB","8","8 GiB/vCPU","0","1920 GiB","$0.696 hourly","","","$0.1461 hourly","$1.056 hourly","","","$0.2213 hourly"
"L96as v4","L96as v4","768 GiB","96","8 GiB/vCPU","0","23040 GiB","$8.256 hourly","","","$1.7305 hourly","$12.672 hourly","","","$2.6561 hourly"
"L96s v4","L96s v4","768 GiB","96","8 GiB/vCPU","0","23040 GiB","$8.352 hourly","","","$1.7531 hourly","$12.768 hourly","","","$2.68 hourly"
"M128","M128","2048 GiB","128","16 GiB/vCPU","0","14336 GiB","$45.96 hourly","","","$8.4934 hourly","$35.814 hourly","","","$6.6184 hourly"
"M128bds 3 v3","M128bds3 v3","2794 GiB","128","21.83 GiB/vCPU","0","6000 GiB","$45.96 hourly","","","$8.4934 hourly","$51.85 hourly","","","$9.5819 hourly"
"M128bds v3","M128bds v3","1024 GiB","128","8 GiB/vCPU","0","400 GiB","$11.71 hourly","","","$2.164 hourly","$17.60 hourly","","","$3.2525 hourly"
"M128bs v3","M128bs v3","1024 GiB","128","8 GiB/vCPU","0","0 GiB","$11.16 hourly","","","$2.0624 hourly","","","","$2.6075 hourly"
"M128dms v2","M128dms v2","3892 GiB","128","30.41 GiB/vCPU","0","4096 GiB","$26.69 hourly","","","$4.9323 hourly","$32.578 hourly","","","$6.0204 hourly"
"M128ds v2","M128ds v2","2048 GiB","128","16 GiB/vCPU","0","4096 GiB","$13.34 hourly","","","$2.4652 hourly","$19.228 hourly","","","$3.5533 hourly"
"M128m","M128m","3892 GiB","128","30.41 GiB/vCPU","0","14336 GiB","$26.688 hourly","","","$4.9319 hourly","$35.814 hourly","","","$6.6184 hourly"
"M128ms","M128ms","3892 GiB","128","30.41 GiB/vCPU","0","4096 GiB","$26.688 hourly","","","$4.9319 hourly","$35.814 hourly","","","$6.6184 hourly"
"M128ms v2","M128ms v2","3892 GiB","128","30.41 GiB/vCPU","0","0 GiB","$26.269 hourly","","","$4.8545 hourly","$32.157 hourly","","","$5.9426 hourly"
"M128s","M128s","2048 GiB","128","16 GiB/vCPU","0","4096 GiB","$13.338 hourly","","","$2.4649 hourly","$19.226 hourly","","","$3.553 hourly"
"M128s v2","M128s v2","2048 GiB","128","16 GiB/vCPU","0","0 GiB","$12.919 hourly","","","$2.3874 hourly","$18.807 hourly","","","$3.4755 hourly"
"M12ds v3","M12ds v3","240 GiB","12","20 GiB/vCPU","0","400 GiB","$1.63 hourly","","","$0.3012 hourly","$2.18 hourly","","","$0.4029 hourly"
"M12s v3","M12s v3","240 GiB","12","20 GiB/vCPU","0","0 GiB","$1.54 hourly","","","$0.2846 hourly","$2.09 hourly","","","$0.3862 hourly"
"M16-8ms","M16-8ms","437.5 GiB","16","27.34 GiB/vCPU","0","256 GiB","$3.073 hourly","","","$0.5679 hourly","$4.2138 hourly","","","$0.7787 hourly"
"M16bds v3","M16bds v3","128 GiB","16","8 GiB/vCPU","0","400 GiB","$1.46 hourly","","","$0.2698 hourly","$2.20 hourly","","","$0.4066 hourly"
"M16bs v3","M16bs v3","128 GiB","16","8 GiB/vCPU","0","0 GiB","$1.40 hourly","","","$0.2587 hourly","$2.13 hourly","","","$0.3936 hourly"
"M16ms","M16ms","437.5 GiB","16","27.34 GiB/vCPU","0","512 GiB","$3.073 hourly","","","$0.5679 hourly","$4.2138 hourly","","","$0.7787 hourly"
"M176-88bs v3","M176-88bs v3","1536 GiB","176","8.73 GiB/vCPU","0","0 GiB","$62.83 hourly","","","$11.611 hourly","$19.40 hourly","","","$3.5851 hourly"
"M176bds 4 v3","M176bds4 v3","3892 GiB","176","22.11 GiB/vCPU","0","8000 GiB","$62.83 hourly","","","$11.611 hourly","$70.93 hourly","","","$13.1079 hourly"
"M176bds v3","M176bds v3","1536 GiB","176","8.73 GiB/vCPU","0","400 GiB","$16.11 hourly","","","$2.9771 hourly","$24.20 hourly","","","$4.4722 hourly"
"M176bs v3","M176bs v3","1536 GiB","176","8.73 GiB/vCPU","0","0 GiB","$15.34 hourly","","","$2.8348 hourly","","","","$3.5851 hourly"
"M176ds 3 v3","M176ds3 v3","2794 GiB","176","15.88 GiB/vCPU","0","400 GiB","$19.00 hourly","","","$3.5112 hourly","$27.10 hourly","","","$5.0081 hourly"
"M176ds 4 v3","M176ds4 v3","3892 GiB","176","22.11 GiB/vCPU","0","400 GiB","$26.47 hourly","","","$4.8917 hourly","$34.56 hourly","","","$6.3867 hourly"
"M176s 3 v3","M176s3 v3","2794 GiB","176","15.88 GiB/vCPU","0","0 GiB","$17.88 hourly","","","$3.3042 hourly","$25.98 hourly","","","$4.8011 hourly"
"M176s 4 v3","M176s4 v3","3892 GiB","176","22.11 GiB/vCPU","0","0 GiB","$24.91 hourly","","","$4.6034 hourly","$33.00 hourly","","","$6.0984 hourly"
"M192idms v2","M192idms v2","4096 GiB","192","21.33 GiB/vCPU","0","4096 GiB","$32.064 hourly","","","$5.9254 hourly","$40.896 hourly","","","$7.5576 hourly"
"M192ids v2","M192ids v2","2048 GiB","192","10.67 GiB/vCPU","0","4096 GiB","$16.032 hourly","","","$2.9627 hourly","$24.864 hourly","","","$4.5949 hourly"
"M192ims v2","M192ims v2","4096 GiB","192","21.33 GiB/vCPU","0","0 GiB","$31.643 hourly","","","$5.8476 hourly","$40.476 hourly","","","$7.48 hourly"
"M192is v2","M192is v2","2048 GiB","192","10.67 GiB/vCPU","0","0 GiB","$15.611 hourly","","","$2.8849 hourly","$24.444 hourly","","","$4.5173 hourly"
"M208ms v2","M208ms v2","5700 GiB","208","27.4 GiB/vCPU","0","4096 GiB","$44.62 hourly","","","$8.2458 hourly","$54.188 hourly","","","$10.0139 hourly"
"M208s v2","M208s v2","2850 GiB","208","13.7 GiB/vCPU","0","4096 GiB","$22.31 hourly","","","$4.1229 hourly","$31.878 hourly","","","$5.8911 hourly"
"M24ds v3","M24ds v3","480 GiB","24","20 GiB/vCPU","0","400 GiB","$3.26 hourly","","","$0.6024 hourly","$4.37 hourly","","","$0.8076 hourly"
"M24s v3","M24s v3","480 GiB","24","20 GiB/vCPU","0","0 GiB","$3.07 hourly","","","$0.5673 hourly","$4.18 hourly","","","$0.7725 hourly"
"M32-8ms","M32-8ms","875 GiB","32","27.34 GiB/vCPU","0","1024 GiB","$6.146 hourly","","","$1.1358 hourly","$8.4276 hourly","","","$1.5574 hourly"
"M32bds v3","M32bds v3","256 GiB","32","8 GiB/vCPU","0","400 GiB","$2.93 hourly","","","$0.5415 hourly","$4.40 hourly","","","$0.8131 hourly"
"M32bs v3","M32bs v3","256 GiB","32","8 GiB/vCPU","0","0 GiB","$2.79 hourly","","","$0.5156 hourly","$4.26 hourly","","","$0.7872 hourly"
"M32dms v2","M32dms v2","875 GiB","32","27.34 GiB/vCPU","0","1024 GiB","$6.146 hourly","","","$1.1358 hourly","$7.618 hourly","","","$1.4078 hourly"
"M32ls","M32ls","256 GiB","32","8 GiB/vCPU","0","1024 GiB","$2.873 hourly","","","$0.5309 hourly","$4.345 hourly","","","$0.803 hourly"
"M32ms","M32ms","875 GiB","32","27.34 GiB/vCPU","0","1024 GiB","$6.146 hourly","","","$1.1358 hourly","$8.4276 hourly","","","$1.5574 hourly"
"M32ms v2","M32ms v2","875 GiB","32","27.34 GiB/vCPU","0","0 GiB","$6.041 hourly","","","$1.1164 hourly","$7.513 hourly","","","$1.3884 hourly"
"M32ts","M32ts","192 GiB","32","6 GiB/vCPU","0","1024 GiB","$2.707 hourly","","","$0.5003 hourly","$4.179 hourly","","","$0.7723 hourly"
"M416bs v3","M416bs v3","3800 GiB","416","9.13 GiB/vCPU","0","0 GiB","$48.14 hourly","","","$8.8963 hourly","$67.276 hourly","","","$12.4326 hourly"
"M416ds 6 v3","M416ds6 v3","5700 GiB","416","13.7 GiB/vCPU","0","400 GiB","$58.0665 hourly","","","$10.7307 hourly","$77.2025 hourly","","","$14.267 hourly"
"M416ds 8 v3","M416ds8 v3","7600 GiB","416","18.27 GiB/vCPU","0","400 GiB","$77.422 hourly","","","$14.3076 hourly","$96.558 hourly","","","$17.8439 hourly"
"M416ms v2","M416ms v2","11400 GiB","416","27.4 GiB/vCPU","0","8192 GiB","$99.15 hourly","","","$18.3229 hourly","$118.29 hourly","","","$21.86 hourly"
"M416s 6 v3","M416s6 v3","5700 GiB","416","13.7 GiB/vCPU","0","0 GiB","$55.3014 hourly","","","$10.2197 hourly","$74.4374 hourly","","","$13.756 hourly"
"M416s 8 v2","M416s_8_v2","7600 GiB","416","18.27 GiB/vCPU","0","4096 GiB","$66.11 hourly","","","$12.2171 hourly","$85.25 hourly","","","$15.7542 hourly"
"M416s 8 v3","M416s8 v3","7600 GiB","416","18.27 GiB/vCPU","0","0 GiB","$73.7352 hourly","","","$13.6263 hourly","$92.8712 hourly","","","$17.1626 hourly"
"M416s v2","M416s v2","5700 GiB","416","13.7 GiB/vCPU","0","8192 GiB","$49.58 hourly","","","$9.1624 hourly","$68.716 hourly","","","$12.6987 hourly"
"M48bds v3","M48bds v3","384 GiB","48","8 GiB/vCPU","0","400 GiB","$4.39 hourly","","","$0.8113 hourly","$6.60 hourly","","","$1.2197 hourly"
"M48bs v3","M48bs v3","384 GiB","48","8 GiB/vCPU","0","0 GiB","$4.18 hourly","","","$0.7725 hourly","$6.39 hourly","","","$1.1809 hourly"
"M48ds 1 v3","M48ds1 v3","974 GiB","48","20.29 GiB/vCPU","0","400 GiB","$6.62 hourly","","","$1.2234 hourly","$8.83 hourly","","","$1.6318 hourly"
"M48s 1 v3","M48s1 v3","974 GiB","48","20.29 GiB/vCPU","0","0 GiB","$6.23 hourly","","","$1.1513 hourly","$8.44 hourly","","","$1.5597 hourly"
"M624ds 12 v3","M624ds12 v3","11400 GiB","624","18.27 GiB/vCPU","0","400 GiB","$116.1329 hourly","","","$21.4614 hourly","$144.8369 hourly","","","$26.7659 hourly"
"M624s 12 v3","M624s12 v3","11400 GiB","624","18.27 GiB/vCPU","0","0 GiB","$110.6028 hourly","","","$20.4394 hourly","$139.3068 hourly","","","$25.7439 hourly"
"M64","M64","1024 GiB","64","16 GiB/vCPU","0","7168 GiB","$6.669 hourly","","","$1.2324 hourly","$14.641 hourly","","","$2.7057 hourly"
"M64-32bds1 v3","M64-32bds1 v3","1397 GiB","64","21.83 GiB/vCPU","0","3000 GiB","$22.98 hourly","","","$4.2467 hourly","$25.92 hourly","","","$4.79 hourly"
"M64bds 1 v3","M64bds1 v3","1397 GiB","64","21.83 GiB/vCPU","0","3000 GiB","$22.98 hourly","","","$4.2467 hourly","","","","$4.79 hourly"
