Name,Url,Socket,Foundry,Process Size,Package,tCaseMax,tJMax,Market,Production Status,Release Date,Part#,Frequency,Turbo Clock,P-Core Boost 3.0,E-Core Frequency,Base Clock,Multiplier,Multiplier Unlocked,TDP,Minimum Power,PL1,PL2,PL2 Tau Limit,Codename,Generation,Memory Support,DDR4 Speed,DDR5 Speed,LPDDR4x Speed,LPDDR5 Speed,ECC Memory,PCI-Express,Secondary PCIe,PCH PCIe,Chipsets,# of Cores,# of Threads,Hybrid Cores,SMP # CPUs,Integrated Graphics,Cache L1,Cache L2,Cache L3,E-Core L1,E-Core L2,Transistors,Die Size,I/O Process Size,I/O Die Size,Launch Price,FP32,Voltage,Chipset,Configurable TDP,# of CCDs,Cores per CCD,TDP-up Frequency,All-Core Turbo,Configurable TDP-up,Uncore Frequency,XFR,PPT,Idle Power,Configurable TDP-down,DDR3L Speed,LPDDR3 Speed,DMI Bus Speed,QPI Links,All Core Turbo,Effective FSB,Trace L1,AVX2 Turbo,AVX-512 Turbo,AVX-512 FMA Ports,Package#,Stepping Codes,Max Power,L1 Trace,Cache Type,Min. Assured Freq.,Max. Assured Freq.,Maximum Power,High Priority Core Freq.,Low Priority Core Freq.,High Priority Cores,Low Priority Cores,OEM Launch MSRP,Retail Launch MSRP,Bundled Cooler,Boost 3.0,P-Core Turbo,TDP-down Frequency,Boost 2.0,LPDDR4 Speed,UPI Links,Max. Memory,Retail Launch,Turbo Boost 2.0,Max Turbo Power,DMI,Adjustable Multiplier,Cache L4,TDP Range,Processor Base Power,MSRP,Retail Refresh,Core Process,Cache Process,Cache Die Size,Cache Dies,NB Frequency,ACP,Retail Release,Package HBM,Max Multi Adjust,Retail Availability,3D V-Cache,LPDDR5x Speed,All P-Core Turbo,Radeon Graphics Die Size,Dedicated Graphics
Intel Core i5-7440HQ,https://www.techpowerup.com/cpu-specs/core-i5-7440hq.c3102,Intel BGA 1440,Intel,14 nm,FC-BGA1440,,100°C,Mobile,End-of-life,"Jan 3rd, 2017",SR32R,2.8 GHz,up to 3.8 GHz,,,100 MHz,28.0x,No,45 W,,,,,Kaby Lake-H,Core i5 (Kaby Lake-H),"DDR3, DDR4 Dual-channel",2400 MT/s,,,,No,"Gen 3, 16 Lanes(CPU only)",,,,4,4,,1,Intel HD Graphics 630,64K (per core),256K (per core),6MB (shared),,,,126 mm²,,,$250,,,,,,,,3.1 GHz,,,,,,35 W,1600 MT/s,2133 MT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-750,https://www.techpowerup.com/cpu-specs/core-i5-750.c649,Intel Socket 1156,Intel,45 nm,FC-LGA8,,,Desktop,End-of-life,"Sep 8th, 2009",SLBLC,2.666 GHz,up to 3.2 GHz,,,133 MHz,20.0x,No,95 W,,,,,Lynnfield,Core i5 (Lynnfield),DDR3 Dual-channel,,,,,No,"Gen 2, 16 Lanes(CPU only)",,,,4,4,,1,N/A,64K (per core),256K (per core),8MB (shared),,,774 million,296 mm²,,,,,1.4 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-7500,https://www.techpowerup.com/cpu-specs/core-i5-7500.c1850,Intel Socket 1151,Intel,14 nm,FC-LGA1151,72°C,,Desktop,Active,"Jan 3rd, 2017",SR335,3.4 GHz,up to 3.8 GHz,,,100 MHz,34.0x,No,65 W,,,,,Kaby Lake,Core i5 (Kaby Lake),DDR4-2400 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,,4,4,,1,HD 630,64K (per core),256K (per core),6MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-7500T,https://www.techpowerup.com/cpu-specs/core-i5-7500t.c1854,Intel Socket 1151,Intel,14 nm,FC-LGA1151,72°C,,Desktop,Active,"Jan 3rd, 2017",SR337,2.7 GHz,up to 3.3 GHz,,,100 MHz,27.0x,No,35 W,,,,,Kaby Lake,Core i5 (Kaby Lake),DDR4-2400 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,,4,4,,1,HD 630,64K (per core),256K (per core),6MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-750s,https://www.techpowerup.com/cpu-specs/core-i5-750s.c661,Intel Socket 1156,Intel,45 nm,FC-LGA8,,,Desktop,End-of-life,"Jan 7th, 2010",SLBLH,2.4 GHz,up to 3.2 GHz,,,133 MHz,18.0x,No,82 W,,,,,Lynnfield,Core i5 (Lynnfield),DDR3 Dual-channel,,,,,No,"Gen 2, 16 Lanes(CPU only)",,,,4,4,,1,N/A,64K (per core),256K (per core),8MB (shared),,,774 million,296 mm²,,,,,1.4 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-760,https://www.techpowerup.com/cpu-specs/core-i5-760.c707,Intel Socket 1156,Intel,45 nm,FC-LGA8,,,Desktop,End-of-life,"Jul 18th, 2010",SLBRP,2.8 GHz,up to 3.333 GHz,,,133 MHz,21.0x,No,95 W,,,,,Lynnfield,Core i5 (Lynnfield),DDR3 Dual-channel,,,,,No,"Gen 2, 16 Lanes(CPU only)",,,,4,4,,1,N/A,64K (per core),256K (per core),8MB (shared),,,774 million,296 mm²,,,,,1.4 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-7600,https://www.techpowerup.com/cpu-specs/core-i5-7600.c1849,Intel Socket 1151,Intel,14 nm,FC-LGA1151,72°C,,Desktop,Active,"Jan 3rd, 2017",SR334,3.5 GHz,up to 4.1 GHz,,,100 MHz,35.0x,No,65 W,,,,,Kaby Lake,Core i5 (Kaby Lake),DDR4-2400 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,,4,4,,1,HD 630,64K (per core),256K (per core),6MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-7600K,https://www.techpowerup.com/cpu-specs/core-i5-7600k.c1848,Intel Socket 1151,Intel,14 nm,FC-LGA1151,72°C,,Desktop,Active,"Jan 3rd, 2017",SR32V,3.8 GHz,up to 4.2 GHz,,,100 MHz,38.0x,Yes,91 W,,,,,Kaby Lake,Core i5 (Kaby Lake),DDR4-2400 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,,4,4,,1,HD 630,64K (per core),256K (per core),6MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-7600T,https://www.techpowerup.com/cpu-specs/core-i5-7600t.c1853,Intel Socket 1151,Intel,14 nm,FC-LGA1151,72°C,,Desktop,Active,"Jan 3rd, 2017",SR336,2.8 GHz,up to 3.7 GHz,,,100 MHz,28.0x,No,35 W,,,,,Kaby Lake,Core i5 (Kaby Lake),DDR4-2400 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,,4,4,,1,HD 630,64K (per core),256K (per core),6MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-7640X,https://www.techpowerup.com/cpu-specs/core-i5-7640x.c1867,Intel Socket 2066,Intel,14 nm,FC-LGA2066,72°C,,Desktop,unknown,"Jun 26th, 2017",unknown,3.9 GHz,up to 4.3 GHz,,,100 MHz,39.0x,Yes,112 W,,,,,Kaby Lake-X,Core i5 (X-Series),DDR4 Quad-channel,,,,,No,Gen 3,,,,4,4,,1,N/A,64K (per core),256K (per core),6MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-8250U,https://www.techpowerup.com/cpu-specs/core-i5-8250u.c1972,Intel BGA 1356,Intel,14 nm,FC-BGA1356,72°C,,Mobile,Active,"Aug 21st, 2017",SR3LA,1600 MHz,up to 3.4 GHz,,,100 MHz,16.0x,No,15 W,,,,,Kaby Lake-R,Core i5 (Kaby Lake-U Refresh),DDR4,,,,,No,,,,,4,8,,1,UHD 620,64K (per core),256K (per core),6MB (shared),,,,123 mm²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-8259U,https://www.techpowerup.com/cpu-specs/core-i5-8259u.c2024,Intel BGA 1356,Intel,14 nm,FC-BGA1356,72°C,,Mobile,Active,"Apr 5th, 2018",unknown,2.3 GHz,up to 3.8 GHz,,,100 MHz,23.0x,No,28 W,,,,,Coffee Lake-U,Core i5 (Coffee Lake-U),DDR4,,,,,No,,,,,4,8,,1,Iris Pro Plus,64K (per core),256K (per core),6MB (shared),,,,123 mm²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-8265U,https://www.techpowerup.com/cpu-specs/core-i5-8265u.c2102,Intel BGA 1440,Intel,14 nm,FC-BGA1440,72°C,,Mobile,Active,"Oct 1st, 2018",unknown,1600 MHz,up to 4.1 GHz,,,100 MHz,16.0x,No,28 W,,,,,Whiskey Lake-U,Core i5 (Whiskey Lake),DDR4,,,,,No,,,,,4,8,,1,UHD 620,64K (per core),256K (per core),6MB (shared),,,,123 mm²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-8269U,https://www.techpowerup.com/cpu-specs/core-i5-8269u.c2025,Intel BGA 1356,Intel,14 nm,FC-BGA1356,72°C,,Mobile,Active,"Apr 5th, 2018",unknown,2.6 GHz,up to 4.2 GHz,,,100 MHz,26.0x,No,28 W,,,,,Kaby Lake-R,Core i5 (Kaby Lake-U Refresh),DDR4,,,,,No,,,,,4,8,,1,Iris Pro Plus,64K (per core),256K (per core),6MB (shared),,,,123 mm²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-8300H,https://www.techpowerup.com/cpu-specs/core-i5-8300h.c1994,Intel BGA 1440,Intel,14 nm,FC-BGA1440,72°C,,Mobile,Active,"Apr 2nd, 2018",SR3Z0,2.3 GHz,up to 3.9 GHz,,,100 MHz,23.0x,No,45 W,,,,,Coffee Lake-H,Core i5 (Coffee Lake-H),DDR4,,,,,No,,,,,4,8,,1,UHD 630,64K (per core),256K (per core),12MB (shared),,,,126 mm²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-8305G,https://www.techpowerup.com/cpu-specs/core-i5-8305g.c1982,Intel BGA 2270,Intel,14 nm,FC-BGA2270,72°C,,Mobile,Active,"Feb 1st, 2018",unknown,2.8 GHz,up to 3.8 GHz,,,100 MHz,28.0x,No,65 W,,,,,Kaby Lake G,Core i5 (Kaby Lake-G),DDR4,,,,,No,,,,,4,8,,1,Radeon RX Vega M GL,64K (per core),256K (per core),6MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-8350U,https://www.techpowerup.com/cpu-specs/core-i5-8350u.c1973,Intel BGA 1356,Intel,14 nm,FC-BGA1356,72°C,,Mobile,Active,"Aug 21st, 2017",SR3L9,1700 MHz,up to 3.6 GHz,,,100 MHz,17.0x,No,15 W,,,,,Kaby Lake-R,Core i5 (Kaby Lake-U Refresh),DDR4,,,,,No,,,,,4,8,,1,UHD 620,64K (per core),256K (per core),6MB (shared),,,,123 mm²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-8400,https://www.techpowerup.com/cpu-specs/core-i5-8400.c1964,Intel Socket 1151,Intel,14 nm,FC-LGA1151,72°C,,Desktop,Active,"Oct 5th, 2017",SLAPL,2.8 GHz,up to 4 GHz,,,100 MHz,28.0x,No,65 W,,,,,Coffee Lake,Core i5 (Coffee Lake),DDR4-2666 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,,6,6,,1,N/A,64K (per core),256K (per core),9MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-8400H,https://www.techpowerup.com/cpu-specs/core-i5-8400h.c1993,Intel BGA 1440,Intel,14 nm,FC-BGA1440,72°C,,Mobile,Active,"Apr 2nd, 2018",SR3Z1,2.5 GHz,up to 4.1 GHz,,,100 MHz,25.0x,No,45 W,,,,,Coffee Lake-H,Core i5 (Coffee Lake-H),DDR4,,,,,No,,,,,4,8,,1,UHD 630,64K (per core),256K (per core),12MB (shared),,,,126 mm²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-8400T,https://www.techpowerup.com/cpu-specs/core-i5-8400t.c2018,Intel Socket 1151,Intel,14 nm,FC-LGA1151,72°C,,Desktop,Active,"Apr 2nd, 2018",SR3X6,1700 MHz,up to 3.3 GHz,,,100 MHz,17.0x,No,35 W,,,,,Coffee Lake,Core i5 (Coffee Lake),DDR4-2666 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,,6,6,,1,N/A,64K (per core),256K (per core),9MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-8420,https://www.techpowerup.com/cpu-specs/core-i5-8420.c2083,Intel Socket 1151,Intel,14 nm,FC-LGA1151,72°C,,Desktop,Active,"Sep 1st, 2018",SR3X4,2.9 GHz,up to 4.1 GHz,,,100 MHz,29.0x,No,65 W,,,,,Coffee Lake,Core i5 (Coffee Lake),DDR4-2666 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,,6,6,,1,N/A,64K (per core),256K (per core),9MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-8420T,https://www.techpowerup.com/cpu-specs/core-i5-8420t.c2084,Intel Socket 1151,Intel,14 nm,FC-LGA1151,72°C,,Desktop,Active,"Sep 1st, 2018",SR3X7,1800 MHz,up to 3.4 GHz,,,100 MHz,18.0x,No,35 W,,,,,Coffee Lake,Core i5 (Coffee Lake),DDR4-2666 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,,6,6,,1,N/A,64K (per core),256K (per core),9MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-8500,https://www.techpowerup.com/cpu-specs/core-i5-8500.c1984,Intel Socket 1151,Intel,14 nm,FC-LGA1151,72°C,,Desktop,Active,"Feb 14th, 2018",SR3XE,3 GHz,up to 4.1 GHz,,,100 MHz,30.0x,No,65 W,,,,,Coffee Lake,Core i5 (Coffee Lake),DDR4-2666 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,,6,6,,1,UHD Graphics 630,64K (per core),256K (per core),9MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-8500B,https://www.techpowerup.com/cpu-specs/core-i5-8500b.c2896,Intel BGA 1440,Intel,14 nm,FC-BGA14F,72°C,100°C,Desktop,Active,"Apr 3rd, 2018",SRCX3,3 GHz,up to 4.1 GHz,,,100 MHz,30.0x,No,65 W,,,,,Coffee Lake,Core i5 (Coffee Lake),DDR4-2666 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,,6,6,,1,UHD Graphics 630,64K (per core),256K (per core),9MB (shared),,,,154 mm²,,,$192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-8500T,https://www.techpowerup.com/cpu-specs/core-i5-8500t.c2019,Intel Socket 1151,Intel,14 nm,FC-LGA1151,72°C,,Desktop,Active,"Apr 2nd, 2018",SR3XD,2.1 GHz,up to 3.5 GHz,,,100 MHz,21.0x,No,35 W,,,,,Coffee Lake,Core i5 (Coffee Lake),DDR4-2666 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,,6,6,,1,N/A,64K (per core),256K (per core),9MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-8550,https://www.techpowerup.com/cpu-specs/core-i5-8550.c2085,Intel Socket 1151,Intel,14 nm,FC-LGA1151,72°C,,Desktop,Active,"Sep 1st, 2018",SR3XF,3 GHz,up to 4.3 GHz,,,100 MHz,30.0x,No,65 W,,,,,Coffee Lake,Core i5 (Coffee Lake),DDR4-2666 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,,6,6,,1,N/A,64K (per core),256K (per core),9MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-8600,https://www.techpowerup.com/cpu-specs/core-i5-8600.c1985,Intel Socket 1151,Intel,14 nm,FC-LGA1151,72°C,,Desktop,Active,"Feb 14th, 2018",SR3X0,3.1 GHz,up to 4.3 GHz,,,100 MHz,31.0x,No,65 W,,,,,Coffee Lake,Core i5 (Coffee Lake),DDR4-2666 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,,6,6,,1,N/A,64K (per core),256K (per core),9MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-8600K,https://www.techpowerup.com/cpu-specs/core-i5-8600k.c1948,Intel Socket 1151,Intel,14 nm,FC-LGA1151,72°C,,Desktop,Active,"Oct 5th, 2017",SR3QU,3.6 GHz,up to 4.3 GHz,,,100 MHz,36.0x,Yes,95 W,,,,,Coffee Lake,Core i5 (Coffee Lake),DDR4-2666 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,,6,6,,1,N/A,64K (per core),256K (per core),9MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-8600T,https://www.techpowerup.com/cpu-specs/core-i5-8600t.c2020,Intel Socket 1151,Intel,14 nm,FC-LGA1151,72°C,,Desktop,Active,"Apr 2nd, 2018",SR3X3,2.3 GHz,up to 3.7 GHz,,,100 MHz,23.0x,No,35 W,,,,,Coffee Lake,Core i5 (Coffee Lake),DDR4-2666 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,,6,6,,1,N/A,64K (per core),256K (per core),9MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-8650,https://www.techpowerup.com/cpu-specs/core-i5-8650.c2082,Intel Socket 1151,Intel,14 nm,FC-LGA1151,72°C,,Desktop,Active,"Sep 1st, 2018",SR3X1,3.1 GHz,up to 4.5 GHz,,,100 MHz,31.0x,No,65 W,,,,,Coffee Lake,Core i5 (Coffee Lake),DDR4-2666 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,,6,6,,1,N/A,64K (per core),256K (per core),9MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-8650K,https://www.techpowerup.com/cpu-specs/core-i5-8650k.c2081,Intel Socket 1151,Intel,14 nm,FC-LGA1151,72°C,,Desktop,Active,"Sep 1st, 2018",SR3WY,3.7 GHz,up to 4.5 GHz,,,100 MHz,37.0x,Yes,95 W,,,,,Coffee Lake,Core i5 (Coffee Lake),DDR4-2666 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,,6,6,,1,N/A,64K (per core),256K (per core),9MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-9400,https://www.techpowerup.com/cpu-specs/core-i5-9400.c2092,Intel Socket 1151,Intel,14 nm,FC-LGA1151,72°C,,Desktop,Active,"Oct 19th, 2018",SR3X5,2.9 GHz,up to 4.1 GHz,,,100 MHz,29.0x,No,65 W,,,,,Coffee Lake,Core i5 (Coffee Lake Refresh),DDR4-2666 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,,6,6,,1,UHD 630,64K (per core),256K (per core),9MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-9400F,https://www.techpowerup.com/cpu-specs/core-i5-9400f.c2145,Intel Socket 1151,Intel,14 nm,FC-LGA1151,72°C,,Desktop,Active,"Jan 8th, 2019",BX80684I59400FBXC80684I59400FCM8068403358819SRF6M,2.9 GHz,up to 4.1 GHz,,,100 MHz,29.0x,No,65 W,,,,,Coffee Lake,Core i5 (Coffee Lake Refresh),DDR4-2666 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,,6,6,,1,N/A,64K (per core),256K (per core),9MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-9400T,https://www.techpowerup.com/cpu-specs/core-i5-9400t.c2093,Intel Socket 1151,Intel,14 nm,FC-LGA1151,72°C,,Desktop,Active,"Sep 1st, 2018",SR3X8,1800 MHz,up to 3.4 GHz,,,100 MHz,18.0x,No,35 W,,,,,Coffee Lake,Core i5 (Coffee Lake Refresh),DDR4-2666 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,,6,6,,1,N/A,64K (per core),256K (per core),9MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-9500,https://www.techpowerup.com/cpu-specs/core-i5-9500.c2094,Intel Socket 1151,Intel,14 nm,FC-LGA1151,72°C,,Desktop,Active,"Oct 19th, 2018",SR3XG,3 GHz,up to 4.3 GHz,,,100 MHz,30.0x,No,65 W,,,,,Coffee Lake,Core i5 (Coffee Lake Refresh),DDR4-2666 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,,6,6,,1,UHD 630,64K (per core),256K (per core),9MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-9500F,https://www.techpowerup.com/cpu-specs/core-i5-9500f.c2185,Intel Socket 1151,Intel,14 nm,FC-LGA1151,72°C,,Desktop,Active,"Apr 23rd, 2019",unknown,3 GHz,up to 4.4 GHz,,,100 MHz,30.0x,No,65 W,,,,,Coffee Lake,Core i5 (Coffee Lake Refresh),DDR4-2666 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,,6,6,,1,N/A,64K (per core),256K (per core),9MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-9600,https://www.techpowerup.com/cpu-specs/core-i5-9600.c2091,Intel Socket 1151,Intel,14 nm,FC-LGA1151,72°C,,Desktop,Active,"Oct 19th, 2018",SR3X2,3.1 GHz,up to 4.5 GHz,,,100 MHz,31.0x,No,65 W,,,,,Coffee Lake,Core i5 (Coffee Lake Refresh),DDR4-2666 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,,6,6,,1,UHD 630,64K (per core),256K (per core),9MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-9600K,https://www.techpowerup.com/cpu-specs/core-i5-9600k.c2090,Intel Socket 1151,Intel,14 nm,FC-LGA1151,72°C,,Desktop,Active,"Oct 19th, 2018",SR3WZ,3.7 GHz,up to 4.6 GHz,,,100 MHz,37.0x,Yes,95 W,,,,,Coffee Lake,Core i5 (Coffee Lake Refresh),DDR4-2666 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,,6,6,,1,UHD 630,64K (per core),256K (per core),9MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i5-9600KF,https://www.techpowerup.com/cpu-specs/core-i5-9600kf.c2144,Intel Socket 1151,Intel,14 nm,FC-LGA1151,72°C,,Desktop,Active,"Jan 8th, 2019",BX80684I59600KFBXC80684I5960KFSRFAD,3.7 GHz,up to 4.6 GHz,,,100 MHz,37.0x,Yes,95 W,,,,,Coffee Lake,Core i5 (Coffee Lake Refresh),DDR4-2666 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,,6,6,,1,N/A,64K (per core),256K (per core),9MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Core i7-10510U,https://www.techpowerup.com/cpu-specs/core-i7-10510u.c2236,Intel BGA 1440,Intel,14 nm,FC-BGA1440,72°C,,Mobile,Active,"Aug 21st, 2019",unknown,1800 MHz,up to 4.9 GHz,,,100 MHz,18.0x,No,25 W,,,,,Comet Lake-U,Core i7 (Comet Lake-U),"DDR3, DDR4",,,,,No,,,,,4,8,,1,UHD Graphics,64K (per core),256K (per core),8MB (shared),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
